-170 , -30.67 , 3
-170 , -9.33 , 8
-170 , -29.33 , 3
-170 , -8.0 , 8
-170 , -28.0 , 3
-170 , -6.66 , 8
-170 , -26.66 , 3
-170 , -5.33 , 8
-170 , -25.33 , 3
-170 , -4.0 , 8
-170 , -24.0 , 3
-170 , -2.67 , 8
-170 , -22.67 ,0
-170 , -1.33 , 8
-170 , -21.33 ,0
-170 , 0.0 , 8
-170 , -20.0 , 4
-170 , 1.33 , 8
-170 , -18.67 ,0
-170 , 2.67 , 8
-170 , -17.33 , 5
-170 , 4.0 , 8
-170 , -16.0 , 8
-170 , 5.33 , 8
-170 , -14.67 , 8
-170 , 6.67 , 8
-170 , -13.33 , 6
-170 , 8.0 , 8
-170 , -12.0 , 7
-170 , 9.33 , 8
-170 , -10.67 , 8
-170 , 10.67 , 8
-169 , -30.67 , 3
-169 , -9.33 , 8
-169 , -29.33 , 3
-169 , -8.0 , 8
-169 , -28.0 , 3
-169 , -6.66 , 8
-169 , -26.66 , 3
-169 , -5.33 , 8
-169 , -25.33 , 3
-169 , -4.0 , 8
-169 , -24.0 , 3
-169 , -2.67 , 8
-169 , -22.67 ,0
-169 , -1.33 , 8
-169 , -21.33 , 4
-169 , 0.0 , 8
-169 , -20.0 , 4
-169 , 1.33 , 8
-169 , -18.67 , 4
-169 , 2.67 , 8
-169 , -17.33 ,0
-169 , 4.0 , 8
-169 , -16.0 , 5
-169 , 5.33 , 8
-169 , -14.67 , 8
-169 , 6.67 , 8
-169 , -13.33 , 8
-169 , 8.0 , 8
-169 , -12.0 , 7
-169 , 9.33 , 8
-169 , -10.67 , 8
-169 , 10.67 , 8
-168 , -30.67 , 3
-168 , -9.33 , 8
-168 , -29.33 , 3
-168 , -8.0 , 8
-168 , -28.0 , 3
-168 , -6.66 , 8
-168 , -26.66 , 3
-168 , -5.33 , 8
-168 , -25.33 , 3
-168 , -4.0 , 8
-168 , -24.0 , 3
-168 , -2.67 , 8
-168 , -22.67 ,0
-168 , -1.33 , 8
-168 , -21.33 ,0
-168 , 0.0 , 8
-168 , -20.0 , 4
-168 , 1.33 , 8
-168 , -18.67 , 4
-168 , 2.67 , 8
-168 , -17.33 , 5
-168 , 4.0 , 8
-168 , -16.0 , 5
-168 , 5.33 , 8
-168 , -14.67 , 8
-168 , 6.67 , 8
-168 , -13.33 , 8
-168 , 8.0 , 8
-168 , -12.0 , 7
-168 , 9.33 , 8
-168 , -10.67 , 8
-168 , 10.67 , 8
-167 , -30.67 , 3
-167 , -9.33 , 8
-167 , -29.33 , 3
-167 , -8.0 , 8
-167 , -28.0 , 3
-167 , -6.66 , 8
-167 , -26.66 , 3
-167 , -5.33 , 8
-167 , -25.33 , 3
-167 , -4.0 , 8
-167 , -24.0 , 3
-167 , -2.67 , 8
-167 , -22.67 , 4
-167 , -1.33 , 8
-167 , -21.33 , 4
-167 , 0.0 , 8
-167 , -20.0 , 4
-167 , 1.33 , 8
-167 , -18.67 , 4
-167 , 2.67 , 8
-167 , -17.33 , 5
-167 , 4.0 , 8
-167 , -16.0 , 9
-167 , 5.33 , 8
-167 , -14.67 , 6
-167 , 6.67 , 8
-167 , -13.33 , 6
-167 , 8.0 , 8
-167 , -12.0 , 7
-167 , 9.33 , 8
-167 , -10.67 , 8
-167 , 10.67 , 8
-166 , -30.67 ,0
-166 , -9.33 , 8
-166 , -29.33 , 3
-166 , -8.0 , 8
-166 , -28.0 , 3
-166 , -6.66 , 8
-166 , -26.66 , 3
-166 , -5.33 , 8
-166 , -25.33 , 3
-166 , -4.0 , 8
-166 , -24.0 , 3
-166 , -2.67 , 8
-166 , -22.67 , 4
-166 , -1.33 , 8
-166 , -21.33 , 4
-166 , 0.0 , 8
-166 , -20.0 , 4
-166 , 1.33 , 8
-166 , -18.67 , 4
-166 , 2.67 , 8
-166 , -17.33 ,0
-166 , 4.0 , 8
-166 , -16.0 , 5
-166 , 5.33 , 8
-166 , -14.67 , 6
-166 , 6.67 , 8
-166 , -13.33 , 8
-166 , 8.0 , 8
-166 , -12.0 , 7
-166 , 9.33 , 8
-166 , -10.67 , 8
-166 , 10.67 , 8
-165 , -30.67 , 3
-165 , -9.33 , 8
-165 , -29.33 , 3
-165 , -8.0 , 8
-165 , -28.0 , 3
-165 , -6.66 , 8
-165 , -26.66 , 3
-165 , -5.33 , 8
-165 , -25.33 , 3
-165 , -4.0 , 8
-165 , -24.0 , 3
-165 , -2.67 , 8
-165 , -22.67 , 3
-165 , -1.33 , 8
-165 , -21.33 , 3
-165 , 0.0 , 8
-165 , -20.0 , 4
-165 , 1.33 , 8
-165 , -18.67 , 4
-165 , 2.67 , 8
-165 , -17.33 , 5
-165 , 4.0 , 9
-165 , -16.0 , 5
-165 , 5.33 , 8
-165 , -14.67 , 9
-165 , 6.67 , 8
-165 , -13.33 , 6
-165 , 8.0 , 8
-165 , -12.0 , 7
-165 , 9.33 , 8
-165 , -10.67 , 8
-165 , 10.67 , 8
-164 , -30.67 ,0
-164 , -9.33 , 9
-164 , -29.33 , 3
-164 , -8.0 , 9
-164 , -28.0 , 3
-164 , -6.66 , 9
-164 , -26.66 , 3
-164 , -5.33 , 11
-164 , -25.33 , 3
-164 , -4.0 , 9
-164 , -24.0 , 3
-164 , -2.67 , 9
-164 , -22.67 , 3
-164 , -1.33 , 9
-164 , -21.33 , 3
-164 , 0.0 , 9
-164 , -20.0 , 3
-164 , 1.33 , 9
-164 , -18.67 , 4
-164 , 2.67 , 9
-164 , -17.33 ,0
-164 , 4.0 , 9
-164 , -16.0 , 5
-164 , 5.33 , 8
-164 , -14.67 ,0
-164 , 6.67 , 8
-164 , -13.33 , 6
-164 , 8.0 , 8
-164 , -12.0 , 7
-164 , 9.33 , 8
-164 , -10.67 , 8
-164 , 10.67 , 8
-163 , -30.67 ,0
-163 , -9.33 , 9
-163 , -29.33 , 3
-163 , -8.0 , 9
-163 , -28.0 , 3
-163 , -6.66 , 9
-163 , -26.66 , 3
-163 , -5.33 , 9
-163 , -25.33 , 3
-163 , -4.0 , 9
-163 , -24.0 , 3
-163 , -2.67 , 9
-163 , -22.67 , 3
-163 , -1.33 , 9
-163 , -21.33 , 3
-163 , 0.0 , 9
-163 , -20.0 , 4
-163 , 1.33 , 9
-163 , -18.67 , 4
-163 , 2.67 , 9
-163 , -17.33 , 5
-163 , 4.0 , 9
-163 , -16.0 , 5
-163 , 5.33 , 8
-163 , -14.67 ,0
-163 , 6.67 , 8
-163 , -13.33 , 6
-163 , 8.0 , 8
-163 , -12.0 , 7
-163 , 9.33 , 8
-163 , -10.67 , 8
-163 , 10.67 , 9
-162 , -30.67 ,0
-162 , -9.33 , 9
-162 , -29.33 , 3
-162 , -8.0 , 9
-162 , -28.0 , 3
-162 , -6.66 , 9
-162 , -26.66 , 3
-162 , -5.33 , 9
-162 , -25.33 , 3
-162 , -4.0 , 9
-162 , -24.0 , 3
-162 , -2.67 , 9
-162 , -22.67 , 3
-162 , -1.33 , 9
-162 , -21.33 , 4
-162 , 0.0 , 9
-162 , -20.0 , 4
-162 , 1.33 , 9
-162 , -18.67 , 4
-162 , 2.67 , 9
-162 , -17.33 , 5
-162 , 4.0 , 9
-162 , -16.0 , 5
-162 , 5.33 , 8
-162 , -14.67 , 6
-162 , 6.67 , 9
-162 , -13.33 , 6
-162 , 8.0 , 9
-162 , -12.0 , 7
-162 , 9.33 , 9
-162 , -10.67 , 8
-162 , 10.67 , 9
-161 , -30.67 ,0
-161 , -9.33 , 9
-161 , -29.33 , 3
-161 , -8.0 , 9
-161 , -28.0 , 2
-161 , -6.66 , 9
-161 , -26.66 , 3
-161 , -5.33 , 9
-161 , -25.33 , 3
-161 , -4.0 , 9
-161 , -24.0 , 3
-161 , -2.67 , 9
-161 , -22.67 , 3
-161 , -1.33 , 9
-161 , -21.33 , 4
-161 , 0.0 , 9
-161 , -20.0 , 4
-161 , 1.33 , 9
-161 , -18.67 , 4
-161 , 2.67 , 9
-161 , -17.33 , 5
-161 , 4.0 , 9
-161 , -16.0 , 5
-161 , 5.33 , 9
-161 , -14.67 , 6
-161 , 6.67 , 9
-161 , -13.33 , 6
-161 , 8.0 , 9
-161 , -12.0 , 7
-161 , 9.33 , 9
-161 , -10.67 , 8
-161 , 10.67 , 9
-160 , -30.67 , 3
-160 , -9.33 , 9
-160 , -29.33 , 3
-160 , -8.0 , 9
-160 , -28.0 , 3
-160 , -6.66 , 9
-160 , -26.66 , 3
-160 , -5.33 , 9
-160 , -25.33 , 3
-160 , -4.0 , 9
-160 , -24.0 , 3
-160 , -2.67 , 9
-160 , -22.67 , 3
-160 , -1.33 , 9
-160 , -21.33 , 4
-160 , 0.0 , 9
-160 , -20.0 , 4
-160 , 1.33 , 9
-160 , -18.67 , 4
-160 , 2.67 , 9
-160 , -17.33 , 5
-160 , 4.0 , 9
-160 , -16.0 , 5
-160 , 5.33 , 9
-160 , -14.67 , 6
-160 , 6.67 , 9
-160 , -13.33 , 6
-160 , 8.0 , 9
-160 , -12.0 , 7
-160 , 9.33 , 9
-160 , -10.67 , 8
-160 , 10.67 , 9
-159 , -30.67 , 3
-159 , -9.33 , 9
-159 , -29.33 , 3
-159 , -8.0 , 9
-159 , -28.0 , 3
-159 , -6.66 , 9
-159 , -26.66 , 3
-159 , -5.33 , 9
-159 , -25.33 , 3
-159 , -4.0 , 9
-159 , -24.0 , 3
-159 , -2.67 , 9
-159 , -22.67 , 3
-159 , -1.33 , 9
-159 , -21.33 , 4
-159 , 0.0 , 9
-159 , -20.0 , 4
-159 , 1.33 , 9
-159 , -18.67 , 4
-159 , 2.67 , 9
-159 , -17.33 , 5
-159 , 4.0 , 9
-159 , -16.0 , 5
-159 , 5.33 , 9
-159 , -14.67 , 5
-159 , 6.67 , 9
-159 , -13.33 , 6
-159 , 8.0 , 9
-159 , -12.0 , 7
-159 , 9.33 , 9
-159 , -10.67 , 8
-159 , 10.67 , 9
-158 , -30.67 , 3
-158 , -9.33 , 9
-158 , -29.33 , 2
-158 , -8.0 , 9
-158 , -28.0 , 3
-158 , -6.66 , 9
-158 , -26.66 , 3
-158 , -5.33 , 9
-158 , -25.33 , 3
-158 , -4.0 , 9
-158 , -24.0 , 3
-158 , -2.67 , 9
-158 , -22.67 , 3
-158 , -1.33 , 9
-158 , -21.33 , 4
-158 , 0.0 , 9
-158 , -20.0 , 4
-158 , 1.33 , 9
-158 , -18.67 , 4
-158 , 2.67 , 9
-158 , -17.33 , 5
-158 , 4.0 , 9
-158 , -16.0 , 5
-158 , 5.33 , 9
-158 , -14.67 , 9
-158 , 6.67 , 9
-158 , -13.33 , 6
-158 , 8.0 , 9
-158 , -12.0 , 7
-158 , 9.33 , 9
-158 , -10.67 , 8
-158 , 10.67 , 9
-157 , -30.67 , 3
-157 , -9.33 , 9
-157 , -29.33 , 2
-157 , -8.0 , 9
-157 , -28.0 , 3
-157 , -6.66 , 9
-157 , -26.66 , 3
-157 , -5.33 , 9
-157 , -25.33 , 3
-157 , -4.0 , 9
-157 , -24.0 , 3
-157 , -2.67 , 9
-157 , -22.67 , 3
-157 , -1.33 , 9
-157 , -21.33 , 3
-157 , 0.0 , 9
-157 , -20.0 , 4
-157 , 1.33 , 9
-157 , -18.67 , 4
-157 , 2.67 , 9
-157 , -17.33 , 5
-157 , 4.0 , 9
-157 , -16.0 , 5
-157 , 5.33 , 9
-157 , -14.67 , 5
-157 , 6.67 , 9
-157 , -13.33 , 6
-157 , 8.0 , 9
-157 , -12.0 , 9
-157 , 9.33 , 9
-157 , -10.67 , 7
-157 , 10.67 , 9
-156 , -30.67 , 3
-156 , -9.33 , 8
-156 , -29.33 , 2
-156 , -8.0 , 9
-156 , -28.0 , 3
-156 , -6.66 , 9
-156 , -26.66 , 3
-156 , -5.33 , 9
-156 , -25.33 , 3
-156 , -4.0 , 9
-156 , -24.0 , 3
-156 , -2.67 , 9
-156 , -22.67 , 3
-156 , -1.33 , 9
-156 , -21.33 , 3
-156 , 0.0 , 9
-156 , -20.0 , 4
-156 , 1.33 , 9
-156 , -18.67 , 4
-156 , 2.67 , 9
-156 , -17.33 , 5
-156 , 4.0 , 8
-156 , -16.0 , 5
-156 , 5.33 , 9
-156 , -14.67 , 5
-156 , 6.67 , 9
-156 , -13.33 , 6
-156 , 8.0 , 9
-156 , -12.0 , 7
-156 , 9.33 , 9
-156 , -10.67 , 7
-156 , 10.67 , 9
-155 , -30.67 , 2
-155 , -9.33 , 8
-155 , -29.33 , 3
-155 , -8.0 , 8
-155 , -28.0 , 3
-155 , -6.66 , 8
-155 , -26.66 , 3
-155 , -5.33 , 8
-155 , -25.33 , 3
-155 , -4.0 , 8
-155 , -24.0 , 3
-155 , -2.67 , 8
-155 , -22.67 , 3
-155 , -1.33 , 8
-155 , -21.33 , 3
-155 , 0.0 , 8
-155 , -20.0 , 4
-155 , 1.33 , 8
-155 , -18.67 ,0
-155 , 2.67 , 8
-155 , -17.33 , 5
-155 , 4.0 , 8
-155 , -16.0 , 5
-155 , 5.33 , 8
-155 , -14.67 ,0
-155 , 6.67 , 8
-155 , -13.33 , 6
-155 , 8.0 , 8
-155 , -12.0 , 7
-155 , 9.33 , 8
-155 , -10.67 , 7
-155 , 10.67 , 8
-154 , -30.67 , 2
-154 , -9.33 , 8
-154 , -29.33 , 3
-154 , -8.0 , 8
-154 , -28.0 , 3
-154 , -6.66 , 8
-154 , -26.66 , 3
-154 , -5.33 , 8
-154 , -25.33 , 3
-154 , -4.0 , 8
-154 , -24.0 , 3
-154 , -2.67 , 8
-154 , -22.67 , 3
-154 , -1.33 , 8
-154 , -21.33 , 3
-154 , 0.0 , 8
-154 , -20.0 , 3
-154 , 1.33 , 8
-154 , -18.67 , 4
-154 , 2.67 , 8
-154 , -17.33 , 5
-154 , 4.0 , 8
-154 , -16.0 , 5
-154 , 5.33 , 8
-154 , -14.67 ,0
-154 , 6.67 , 8
-154 , -13.33 , 6
-154 , 8.0 , 8
-154 , -12.0 , 7
-154 , 9.33 , 8
-154 , -10.67 , 7
-154 , 10.67 , 8
-153 , -30.67 , 2
-153 , -9.33 , 8
-153 , -29.33 ,0
-153 , -8.0 , 8
-153 , -28.0 , 3
-153 , -6.66 , 8
-153 , -26.66 , 3
-153 , -5.33 , 8
-153 , -25.33 , 3
-153 , -4.0 , 8
-153 , -24.0 , 3
-153 , -2.67 , 8
-153 , -22.67 , 3
-153 , -1.33 , 8
-153 , -21.33 , 3
-153 , 0.0 , 8
-153 , -20.0 , 3
-153 , 1.33 , 8
-153 , -18.67 , 3
-153 , 2.67 , 8
-153 , -17.33 , 5
-153 , 4.0 , 8
-153 , -16.0 , 5
-153 , 5.33 , 8
-153 , -14.67 , 5
-153 , 6.67 , 8
-153 , -13.33 , 6
-153 , 8.0 , 8
-153 , -12.0 , 7
-153 , 9.33 , 8
-153 , -10.67 , 8
-153 , 10.67 , 8
-152 , -30.67 , 2
-152 , -9.33 , 8
-152 , -29.33 , 3
-152 , -8.0 , 8
-152 , -28.0 , 3
-152 , -6.66 , 8
-152 , -26.66 , 3
-152 , -5.33 , 8
-152 , -25.33 , 3
-152 , -4.0 , 8
-152 , -24.0 , 3
-152 , -2.67 , 8
-152 , -22.67 , 3
-152 , -1.33 , 8
-152 , -21.33 , 3
-152 , 0.0 , 8
-152 , -20.0 , 3
-152 , 1.33 , 8
-152 , -18.67 , 3
-152 , 2.67 , 8
-152 , -17.33 , 3
-152 , 4.0 , 8
-152 , -16.0 , 3
-152 , 5.33 , 8
-152 , -14.67 , 5
-152 , 6.67 , 8
-152 , -13.33 , 6
-152 , 8.0 , 8
-152 , -12.0 , 7
-152 , 9.33 , 8
-152 , -10.67 , 8
-152 , 10.67 , 8
-151 , -30.67 , 2
-151 , -9.33 , 8
-151 , -29.33 , 2
-151 , -8.0 , 8
-151 , -28.0 , 3
-151 , -6.66 , 8
-151 , -26.66 , 3
-151 , -5.33 , 8
-151 , -25.33 , 3
-151 , -4.0 , 8
-151 , -24.0 , 3
-151 , -2.67 , 8
-151 , -22.67 , 3
-151 , -1.33 , 8
-151 , -21.33 , 3
-151 , 0.0 , 8
-151 , -20.0 , 3
-151 , 1.33 , 8
-151 , -18.67 , 3
-151 , 2.67 , 8
-151 , -17.33 , 3
-151 , 4.0 , 8
-151 , -16.0 , 3
-151 , 5.33 , 8
-151 , -14.67 , 3
-151 , 6.67 , 11
-151 , -13.33 , 6
-151 , 8.0 , 11
-151 , -12.0 , 7
-151 , 9.33 , 12
-151 , -10.67 , 7
-151 , 10.67 , 12
-150 , -30.67 , 2
-150 , -9.33 , 8
-150 , -29.33 , 2
-150 , -8.0 , 9
-150 , -28.0 , 2
-150 , -6.66 , 10
-150 , -26.66 , 3
-150 , -5.33 , 10
-150 , -25.33 , 3
-150 , -4.0 , 10
-150 , -24.0 , 3
-150 , -2.67 , 11
-150 , -22.67 , 3
-150 , -1.33 , 12
-150 , -21.33 , 3
-150 , 0.0 , 12
-150 , -20.0 , 3
-150 , 1.33 , 12
-150 , -18.67 , 3
-150 , 2.67 , 12
-150 , -17.33 , 3
-150 , 4.0 , 15
-150 , -16.0 , 3
-150 , 5.33 , 15
-150 , -14.67 , 3
-150 , 6.67 , 15
-150 , -13.33 , 3
-150 , 8.0 , 15
-150 , -12.0 , 3
-150 , 9.33 , 15
-150 , -10.67 , 7
-150 , 10.67 , 15
-149 , -30.67 , 2
-149 , -9.33 , 8
-149 , -29.33 , 2
-149 , -8.0 , 9
-149 , -28.0 , 2
-149 , -6.66 , 10
-149 , -26.66 , 3
-149 , -5.33 , 10
-149 , -25.33 , 3
-149 , -4.0 , 10
-149 , -24.0 , 3
-149 , -2.67 , 11
-149 , -22.67 , 3
-149 , -1.33 , 15
-149 , -21.33 , 3
-149 , 0.0 , 14
-149 , -20.0 , 3
-149 , 1.33 , 15
-149 , -18.67 , 3
-149 , 2.67 , 15
-149 , -17.33 , 3
-149 , 4.0 , 15
-149 , -16.0 , 3
-149 , 5.33 , 15
-149 , -14.67 , 3
-149 , 6.67 , 15
-149 , -13.33 , 3
-149 , 8.0 , 15
-149 , -12.0 , 3
-149 , 9.33 , 15
-149 , -10.67 , 3
-149 , 10.67 , 15
-148 , -30.67 , 2
-148 , -9.33 , 8
-148 , -29.33 , 2
-148 , -8.0 , 10
-148 , -28.0 , 2
-148 , -6.66 , 10
-148 , -26.66 , 3
-148 , -5.33 , 10
-148 , -25.33 , 3
-148 , -4.0 , 10
-148 , -24.0 , 3
-148 , -2.67 , 14
-148 , -22.67 , 3
-148 , -1.33 , 14
-148 , -21.33 , 3
-148 , 0.0 , 14
-148 , -20.0 , 3
-148 , 1.33 , 14
-148 , -18.67 , 3
-148 , 2.67 , 14
-148 , -17.33 , 3
-148 , 4.0 , 14
-148 , -16.0 , 3
-148 , 5.33 , 14
-148 , -14.67 , 3
-148 , 6.67 , 14
-148 , -13.33 , 3
-148 , 8.0 , 14
-148 , -12.0 , 3
-148 , 9.33 , 14
-148 , -10.67 , 3
-148 , 10.67 , 14
-147 , -30.67 , 3
-147 , -9.33 , 8
-147 , -29.33 , 3
-147 , -8.0 , 10
-147 , -28.0 , 3
-147 , -6.66 , 10
-147 , -26.66 , 3
-147 , -5.33 , 9
-147 , -25.33 , 3
-147 , -4.0 , 9
-147 , -24.0 , 3
-147 , -2.67 , 14
-147 , -22.67 , 3
-147 , -1.33 , 14
-147 , -21.33 , 3
-147 , 0.0 , 14
-147 , -20.0 , 3
-147 , 1.33 , 14
-147 , -18.67 , 3
-147 , 2.67 , 14
-147 , -17.33 , 3
-147 , 4.0 , 14
-147 , -16.0 , 3
-147 , 5.33 , 14
-147 , -14.67 , 3
